,setup,model,mse,predictors,correlation,sens,spec,prec,params
2,Setup 1,composite,115.040045826,406,0.768489913443,1.0,0.284584980237,0.108374384236,Vote threshold=0.5
8,Setup 2,composite,16.8247218627,84,0.752800946463,0.704545454545,0.895256916996,0.369047619048,Vote threshold=0.5
14,Setup 3,composite,9.379560958,160,0.68193834686,1.0,0.74144486692,0.15,Vote threshold=0.5
20,Setup 4,composite,13.5621617483,168,0.538392035935,0.875,0.720532319392,0.125,Vote threshold=0.5
0,Setup 1,enet,111.462979092,402,0.819032993275,1.0,0.292490118577,0.109452736318,"alpha=0.738445971989, l1_ratio=0.1"
6,Setup 2,enet,14.296993261,47,0.822378229435,0.636363636364,0.962450592885,0.595744680851,"alpha=0.487500683653, l1_ratio=0.95"
12,Setup 3,enet,13.9316378829,167,0.72714395358,1.0,0.728136882129,0.14371257485,"alpha=0.454451547762, l1_ratio=0.25"
18,Setup 4,enet,20.6127843036,311,0.559942488878,0.916666666667,0.450570342205,0.0707395498392,"alpha=0.422422998808, l1_ratio=0.1"
1,Setup 1,gblasso,5.76717049952,536,0.924466551521,1.0,0.0276679841897,0.0820895522388,"gamma=2.0, lambda=100.0"
7,Setup 2,gblasso,18.3239299752,373,0.739645309553,1.0,0.349802371542,0.117962466488,"gamma=3.0, lambda=0.01"
13,Setup 3,gblasso,4.89683329133,186,0.80212424767,1.0,0.692015209125,0.129032258065,"gamma=3.0, lambda=100.0"
19,Setup 4,gblasso,10.6704913409,167,0.561019436794,0.958333333333,0.726235741445,0.137724550898,"gamma=2.0, lambda=0.01"
4,Setup 1,grace,0.891508255567,99,0.99336983022,1.0,0.891304347826,0.444444444444,"lambda 1=1.0, lambda 2=0.1"
10,Setup 2,grace,13.9135547673,102,0.822366701463,0.704545454545,0.859683794466,0.303921568627,"lambda 1=10.0, lambda 2=1.0"
16,Setup 3,grace,2.23623032423,152,0.896295747426,1.0,0.756653992395,0.157894736842,"lambda 1=1.0, lambda 2=1.0"
22,Setup 4,grace,5.68052017964,91,0.820614096582,0.541666666667,0.851711026616,0.142857142857,"lambda 1=10.0, lambda 2=1.0"
5,Setup 1,lasso,4.6532745401,93,0.944493813491,0.977272727273,0.901185770751,0.462365591398,alpha=0.0181089518682
11,Setup 2,lasso,16.1044465462,80,0.780536088822,0.613636363636,0.895256916996,0.3375,alpha=0.103587568802
17,Setup 3,lasso,0.253904950121,91,0.998670411977,0.625,0.855513307985,0.164835164835,alpha=0.0113090803103
23,Setup 4,lasso,4.12775501598,67,0.838877921318,0.541666666667,0.897338403042,0.194029850746,alpha=0.112717224649
3,Setup 1,linf,0.466987349968,549,0.998886729585,1.0,0.00197628458498,0.08014571949,C=55.0
9,Setup 2,linf,1.22863231924,106,0.992441587906,1.0,0.877470355731,0.415094339623,C=50.0
15,Setup 3,linf,2.71688823025,550,0.863050234401,1.0,0.0,0.0436363636364,C=45.0
21,Setup 4,linf,8.58486962497,550,0.669518327297,1.0,0.0,0.0436363636364,C=35.0
