,setup,model,mse,predictors,correlation,sens,spec,prec,params
95,Groups 1_Setup 1,agrace,1.03671903168,71,0.991653178377,1.0,0.946640316206,0.619718309859,"lambda 1=10.0, lambda 2=0.1"
86,Groups 1_Setup 2,agrace,26.525949269,95,0.793547636479,0.659090909091,0.869565217391,0.305263157895,"lambda 1=10.0, lambda 2=0.1"
77,Groups 1_Setup 3,agrace,0.487106026632,67,0.99387742456,1.0,0.954545454545,0.65671641791,"lambda 1=10.0, lambda 2=0.1"
140,Groups 1_Setup 4,agrace,2.30808193637,75,0.972835965601,0.636363636364,0.907114624506,0.373333333333,"lambda 1=10.0, lambda 2=0.1"
122,Groups 2_Setup 1,agrace,12.5536342264,102,0.859981356179,0.795454545455,0.930735930736,0.686274509804,"lambda 1=1.0, lambda 2=0.01"
131,Groups 2_Setup 2,agrace,22.7567904986,176,0.625029868383,0.772727272727,0.766233766234,0.386363636364,"lambda 1=10.0, lambda 2=10.0"
41,Groups 2_Setup 3,agrace,2.34976385032,92,0.9513660793,0.784090909091,0.950216450216,0.75,"lambda 1=10.0, lambda 2=1.0"
14,Groups 2_Setup 4,agrace,2.36806920831,93,0.913722632391,0.625,0.917748917749,0.591397849462,"lambda 1=10.0, lambda 2=1.0"
158,Groups 3_Setup 1,agrace,28.1197374448,124,0.720236435786,0.621212121212,0.8995215311,0.661290322581,"lambda 1=0.1, lambda 2=0.01"
176,Groups 3_Setup 2,agrace,16.1507340383,168,0.590232727298,0.659090909091,0.806220095694,0.517857142857,"lambda 1=10.0, lambda 2=10.0"
167,Groups 3_Setup 3,agrace,4.81917477645,108,0.803941133012,0.613636363636,0.935406698565,0.75,"lambda 1=0.1, lambda 2=0.01"
149,Groups 3_Setup 4,agrace,2.77448694136,80,0.860656977646,0.424242424242,0.942583732057,0.7,"lambda 1=10.0, lambda 2=0.1"
68,Groups 4_Setup 1,agrace,10.6373252933,221,0.772164903448,0.863636363636,0.81550802139,0.68778280543,"lambda 1=0.01, lambda 2=0.01"
50,Groups 4_Setup 2,agrace,12.3848907662,182,0.55863972722,0.625,0.807486631016,0.604395604396,"lambda 1=10.0, lambda 2=10.0"
59,Groups 4_Setup 3,agrace,5.48353552198,100,0.837404007807,0.454545454545,0.946524064171,0.8,"lambda 1=1.0, lambda 2=0.01"
32,Groups 4_Setup 4,agrace,1.42794189417,84,0.891563239758,0.340909090909,0.935828877005,0.714285714286,"lambda 1=10.0, lambda 2=0.01"
23,Groups 5_Setup 1,agrace,9.80122345632,248,0.740771553527,0.836363636364,0.806060606061,0.741935483871,"lambda 1=0.01, lambda 2=0.01"
5,Groups 5_Setup 2,agrace,14.228699953,203,0.497879838293,0.640909090909,0.812121212121,0.694581280788,"lambda 1=10.0, lambda 2=10.0"
113,Groups 5_Setup 3,agrace,10.032321093,100,0.581361084556,0.340909090909,0.924242424242,0.75,"lambda 1=1.0, lambda 2=0.01"
104,Groups 5_Setup 4,agrace,6.88761522469,86,0.528132790423,0.290909090909,0.933333333333,0.744186046512,"lambda 1=10.0, lambda 2=0.01"
92,Groups 1_Setup 1,alinf,47.2348250851,550,0.292927154912,1.0,0.0,0.08,E=50.0
83,Groups 1_Setup 2,alinf,2.31509356935,103,0.976369681507,1.0,0.883399209486,0.427184466019,E=35.0
74,Groups 1_Setup 3,alinf,0.237574775112,44,0.998061053939,1.0,1.0,1.0,E=75.0
137,Groups 1_Setup 4,alinf,9.39559691114,111,0.589892817559,1.0,0.867588932806,0.396396396396,E=50.0
119,Groups 2_Setup 1,alinf,0.291179494637,93,0.991890670936,1.0,0.989177489177,0.94623655914,E=50.0
128,Groups 2_Setup 2,alinf,47.2121261075,550,0.0925749261384,1.0,0.0,0.16,E=100.0
38,Groups 2_Setup 3,alinf,3.05314310864,97,0.903051078601,1.0,0.980519480519,0.907216494845,E=50.0
11,Groups 2_Setup 4,alinf,7.00240475471,152,0.201190098019,1.0,0.861471861472,0.578947368421,E=45.0
155,Groups 3_Setup 1,alinf,15.639385786,153,0.562929314663,1.0,0.94976076555,0.862745098039,E=50.0
173,Groups 3_Setup 2,alinf,27.6066625801,550,0.0868301206247,1.0,0.0,0.24,E=70.0
164,Groups 3_Setup 3,alinf,5.47124873788,152,0.38700109905,1.0,0.952153110048,0.868421052632,E=50.0
146,Groups 3_Setup 4,alinf,7.78679248017,550,-0.0389831498934,1.0,0.0,0.24,E=100.0
65,Groups 4_Setup 1,alinf,9.03629696033,204,0.416275275461,1.0,0.92513368984,0.862745098039,E=35.0
47,Groups 4_Setup 2,alinf,15.7214577453,550,0.120534507948,1.0,0.0,0.32,E=55.0
56,Groups 4_Setup 3,alinf,4.31110930211,193,0.173800759043,1.0,0.954545454545,0.911917098446,E=100.0
29,Groups 4_Setup 4,alinf,3.45636225703,203,0.271870421487,0.960227272727,0.909090909091,0.832512315271,E=20.0
20,Groups 5_Setup 1,alinf,7.03399941779,230,0.396398900247,1.0,0.969696969697,0.95652173913,E=25.0
2,Groups 5_Setup 2,alinf,21.3566671887,550,0.0472445514395,1.0,0.0,0.4,E=100.0
110,Groups 5_Setup 3,alinf,5.77318534794,190,0.0470914615869,0.8,0.957575757576,0.926315789474,E=10.0
101,Groups 5_Setup 4,alinf,3.65078161516,207,-0.0536340642164,0.854545454545,0.942424242424,0.908212560386,E=10.0
94,Groups 1_Setup 1,composite,0.742377810383,58,0.996728514768,1.0,0.97233201581,0.758620689655,Vote threshold=0.9
85,Groups 1_Setup 2,composite,31.593964068,117,0.711140419506,1.0,0.855731225296,0.376068376068,Vote threshold=0.4
76,Groups 1_Setup 3,composite,0.237574788365,44,0.998061053599,1.0,1.0,1.0,Vote threshold=0.8
139,Groups 1_Setup 4,composite,12.6241919387,109,0.738823599858,1.0,0.871541501976,0.403669724771,Vote threshold=0.3
121,Groups 2_Setup 1,composite,1.35869525687,93,0.970477777669,1.0,0.989177489177,0.94623655914,Vote threshold=0.6
130,Groups 2_Setup 2,composite,29.975930793,277,0.541752098229,0.988636363636,0.588744588745,0.314079422383,Vote threshold=0.4
40,Groups 2_Setup 3,composite,2.71450619712,107,0.906701830162,1.0,0.958874458874,0.822429906542,Vote threshold=0.4
13,Groups 2_Setup 4,composite,3.89247309638,89,0.841688524501,0.670454545455,0.935064935065,0.662921348315,Vote threshold=0.6
157,Groups 3_Setup 1,composite,13.8260529902,188,0.856548107636,1.0,0.866028708134,0.702127659574,Vote threshold=0.4
175,Groups 3_Setup 2,composite,16.5409668388,206,0.583150136503,0.818181818182,0.765550239234,0.52427184466,Vote threshold=0.6
166,Groups 3_Setup 3,composite,2.9131945164,145,0.679899662414,0.992424242424,0.966507177033,0.903448275862,Vote threshold=0.6
148,Groups 3_Setup 4,composite,2.19032297162,64,0.855248377552,0.401515151515,0.973684210526,0.828125,Vote threshold=0.9
67,Groups 4_Setup 1,composite,9.54196413773,246,0.844712242487,1.0,0.812834224599,0.715447154472,Vote threshold=0.4
49,Groups 4_Setup 2,composite,15.1216177338,367,0.528626734083,1.0,0.489304812834,0.479564032698,Vote threshold=0.4
58,Groups 4_Setup 3,composite,2.06872449098,86,0.920354532904,0.460227272727,0.986631016043,0.941860465116,Vote threshold=0.8
31,Groups 4_Setup 4,composite,1.77610457538,92,0.858245809133,0.380681818182,0.933155080214,0.728260869565,Vote threshold=0.6
22,Groups 5_Setup 1,composite,3.50057908586,236,0.868689045984,1.0,0.951515151515,0.932203389831,Vote threshold=0.6
4,Groups 5_Setup 2,composite,13.25241916,340,0.52828101805,0.968181818182,0.615151515152,0.626470588235,Vote threshold=0.6
112,Groups 5_Setup 3,composite,3.3521114891,215,0.600754523356,0.85,0.915151515152,0.86976744186,Vote threshold=0.4
103,Groups 5_Setup 4,composite,6.84812611387,89,0.514134299037,0.295454545455,0.927272727273,0.730337078652,Vote threshold=0.7
91,Groups 1_Setup 1,enet,0.860871874541,71,0.995342630492,1.0,0.946640316206,0.619718309859,"alpha=0.0554083445959, l1_ratio=0.9"
82,Groups 1_Setup 2,enet,25.7284498646,96,0.796068037719,0.636363636364,0.865612648221,0.291666666667,"alpha=0.0354991993719, l1_ratio=0.99"
73,Groups 1_Setup 3,enet,0.387337113012,68,0.997288839588,1.0,0.95256916996,0.647058823529,"alpha=0.0462051836826, l1_ratio=0.95"
136,Groups 1_Setup 4,enet,2.72512207889,82,0.970725548558,0.636363636364,0.893280632411,0.341463414634,"alpha=0.0285077799542, l1_ratio=0.99"
118,Groups 2_Setup 1,enet,12.7927206423,118,0.927354926023,0.897727272727,0.915584415584,0.669491525424,"alpha=0.0131796979157, l1_ratio=0.8"
127,Groups 2_Setup 2,enet,21.4933575779,125,0.69957193164,0.681818181818,0.859307359307,0.48,"alpha=0.155869546892, l1_ratio=0.6"
37,Groups 2_Setup 3,enet,1.24885890192,100,0.972118354671,0.829545454545,0.941558441558,0.73,"alpha=0.0159583945873, l1_ratio=0.9"
10,Groups 2_Setup 4,enet,2.1986979026,93,0.920462334082,0.602272727273,0.91341991342,0.569892473118,"alpha=0.0408502875302, l1_ratio=0.9"
154,Groups 3_Setup 1,enet,27.6101671704,186,0.80160311799,0.810606060606,0.811004784689,0.575268817204,"alpha=0.0133233944344, l1_ratio=0.5"
172,Groups 3_Setup 2,enet,16.9419397664,125,0.644945614966,0.598484848485,0.88995215311,0.632,"alpha=0.134982732374, l1_ratio=0.6"
163,Groups 3_Setup 3,enet,3.75117732541,109,0.863070650844,0.628787878788,0.937799043062,0.761467889908,"alpha=0.00480587986, l1_ratio=0.9"
145,Groups 3_Setup 4,enet,2.64467963865,85,0.866787234874,0.424242424242,0.930622009569,0.658823529412,"alpha=0.0461593827907, l1_ratio=0.99"
64,Groups 4_Setup 1,enet,13.9134990954,217,0.80938110538,0.863636363636,0.826203208556,0.700460829493,"alpha=0.0106595740446, l1_ratio=0.4"
46,Groups 4_Setup 2,enet,13.997215612,188,0.559246636523,0.625,0.791443850267,0.585106382979,"alpha=0.101707066123, l1_ratio=0.4"
55,Groups 4_Setup 3,enet,3.99856716971,112,0.8902606436,0.482954545455,0.927807486631,0.758928571429,"alpha=0.0025094090152, l1_ratio=0.99"
28,Groups 4_Setup 4,enet,1.40435084076,91,0.893981017202,0.375,0.933155080214,0.725274725275,"alpha=0.0244795949514, l1_ratio=0.99"
19,Groups 5_Setup 1,enet,13.6075526598,292,0.790291278047,0.877272727273,0.7,0.66095890411,"alpha=0.0212130281933, l1_ratio=0.25"
1,Groups 5_Setup 2,enet,14.1333305832,251,0.543164112713,0.727272727273,0.724242424242,0.637450199203,"alpha=0.0667903270852, l1_ratio=0.25"
109,Groups 5_Setup 3,enet,7.45273578437,107,0.698643664275,0.381818181818,0.930303030303,0.785046728972,"alpha=0.00261458609709, l1_ratio=0.99"
100,Groups 5_Setup 4,enet,6.53135842459,93,0.548574682447,0.290909090909,0.912121212121,0.688172043011,"alpha=0.027182685418, l1_ratio=0.99"
97,Groups 1_Setup 1,grace,0.278391736026,226,0.999992158391,1.0,0.640316205534,0.194690265487,"lambda 1=10.0, lambda 2=10000.0"
88,Groups 1_Setup 2,grace,17.1433041297,47,0.879899865409,0.727272727273,0.970355731225,0.68085106383,"lambda 1=100.0, lambda 2=10.0"
79,Groups 1_Setup 3,grace,0.456579093537,65,0.994416463736,1.0,0.958498023715,0.676923076923,"lambda 1=10.0, lambda 2=0.1"
142,Groups 1_Setup 4,grace,2.3851804395,75,0.972739167988,0.636363636364,0.907114624506,0.373333333333,"lambda 1=10.0, lambda 2=0.01"
