,setup,model,mse,predictors,correlation,sens,spec,prec,params
56,Groups 1_Setup 1,composite,84.0631069415,145,0.801963323889,0.954545454545,0.796442687747,0.289655172414,Vote threshold=0.9
50,Groups 1_Setup 2,composite,67.7716999519,145,0.693145170285,0.795454545455,0.782608695652,0.241379310345,Vote threshold=0.9
2,Groups 1_Setup 3,composite,32.4926037146,92,0.86705829172,0.75,0.883399209486,0.358695652174,Vote threshold=0.9
20,Groups 1_Setup 4,composite,26.7797514175,104,0.697105451666,0.590909090909,0.845849802372,0.25,Vote threshold=0.9
116,Groups 2_Setup 1,composite,44.3050101626,122,0.787135981537,0.863636363636,0.900432900433,0.622950819672,Vote threshold=0.9
8,Groups 2_Setup 2,composite,40.8790361338,137,0.540050300219,0.636363636364,0.824675324675,0.408759124088,Vote threshold=0.9
86,Groups 2_Setup 3,composite,13.5237132225,111,0.88520056368,0.625,0.878787878788,0.495495495495,Vote threshold=0.9
44,Groups 2_Setup 4,composite,18.6760711007,95,0.721249922388,0.488636363636,0.887445887446,0.452631578947,Vote threshold=0.9
104,Groups 3_Setup 1,composite,23.8209275738,139,0.803635603953,0.75,0.904306220096,0.712230215827,Vote threshold=0.9
98,Groups 3_Setup 2,composite,30.7393278553,127,0.540646022976,0.545454545455,0.868421052632,0.566929133858,Vote threshold=0.9
110,Groups 3_Setup 3,composite,11.7683423612,89,0.798802221856,0.55303030303,0.961722488038,0.820224719101,Vote threshold=0.9
92,Groups 3_Setup 4,composite,11.5300186825,93,0.677078628798,0.515151515152,0.94019138756,0.731182795699,Vote threshold=0.9
38,Groups 4_Setup 1,composite,25.8153528214,150,0.735965917779,0.664772727273,0.911764705882,0.78,Vote threshold=0.9
26,Groups 4_Setup 2,composite,26.1351047153,129,0.461284340607,0.5,0.890374331551,0.682170542636,Vote threshold=0.9
32,Groups 4_Setup 3,composite,9.01565767873,116,0.7996872053,0.556818181818,0.951871657754,0.844827586207,Vote threshold=0.9
14,Groups 4_Setup 4,composite,13.2021637954,217,0.377941046914,0.534090909091,0.671122994652,0.433179723502,Vote threshold=0.9
80,Groups 5_Setup 1,composite,19.4564800034,174,0.664277108537,0.672727272727,0.921212121212,0.850574712644,Vote threshold=0.9
74,Groups 5_Setup 2,composite,22.0593234287,248,0.456758916169,0.631818181818,0.669696969697,0.560483870968,Vote threshold=0.9
68,Groups 5_Setup 3,composite,6.80342783209,124,0.773540807117,0.5,0.957575757576,0.887096774194,Vote threshold=0.9
62,Groups 5_Setup 4,composite,6.11958133506,112,0.6434444651,0.440909090909,0.954545454545,0.866071428571,Vote threshold=0.9
54,Groups 1_Setup 1,enet,57.3475951317,176,0.908114000028,0.977272727273,0.737154150198,0.244318181818,"alpha=0.1682077654, l1_ratio=0.9"
48,Groups 1_Setup 2,enet,46.049589233,191,0.796350888342,0.818181818182,0.693675889328,0.188481675393,"alpha=0.176781109001, l1_ratio=0.9"
0,Groups 1_Setup 3,enet,26.8850125029,163,0.896030806918,0.977272727273,0.762845849802,0.263803680982,"alpha=0.209840514529, l1_ratio=0.7"
18,Groups 1_Setup 4,enet,19.1169111575,148,0.834658287706,0.75,0.772727272727,0.222972972973,"alpha=0.216335785382, l1_ratio=0.7"
114,Groups 2_Setup 1,enet,33.6384972505,154,0.899803212874,0.931818181818,0.844155844156,0.532467532468,"alpha=0.235190510483, l1_ratio=0.8"
6,Groups 2_Setup 2,enet,26.1405668485,175,0.739972435174,0.704545454545,0.755411255411,0.354285714286,"alpha=0.221967518319, l1_ratio=0.8"
84,Groups 2_Setup 3,enet,9.568848389,166,0.871720853856,0.863636363636,0.805194805195,0.457831325301,"alpha=0.230023335937, l1_ratio=0.6"
42,Groups 2_Setup 4,enet,13.163984647,158,0.768873326189,0.727272727273,0.796536796537,0.405063291139,"alpha=0.275098068305, l1_ratio=0.5"
102,Groups 3_Setup 1,enet,18.4088328896,179,0.881910983751,0.848484848485,0.83971291866,0.625698324022,"alpha=0.18168067368, l1_ratio=0.8"
96,Groups 3_Setup 2,enet,21.5205193271,171,0.670911196671,0.666666666667,0.801435406699,0.514619883041,"alpha=0.202146615537, l1_ratio=0.7"
108,Groups 3_Setup 3,enet,11.8930656976,140,0.801252868498,0.757575757576,0.904306220096,0.714285714286,"alpha=0.337098185264, l1_ratio=0.5"
90,Groups 3_Setup 4,enet,10.1937633956,149,0.736865307692,0.681818181818,0.858851674641,0.604026845638,"alpha=0.285611762101, l1_ratio=0.5"
36,Groups 4_Setup 1,enet,19.3430780942,191,0.834059290694,0.778409090909,0.855614973262,0.717277486911,"alpha=0.181915669469, l1_ratio=0.8"
24,Groups 4_Setup 2,enet,16.480144971,171,0.614118070341,0.607954545455,0.828877005348,0.625730994152,"alpha=0.221186241023, l1_ratio=0.7"
30,Groups 4_Setup 3,enet,9.3517003836,174,0.798819498756,0.727272727273,0.877005347594,0.735632183908,"alpha=0.211461265927, l1_ratio=0.5"
12,Groups 4_Setup 4,enet,8.61168004777,336,0.503073172264,0.75,0.454545454545,0.392857142857,"alpha=0.054767032782, l1_ratio=0.25"
78,Groups 5_Setup 1,enet,15.3437455251,220,0.829170086477,0.772727272727,0.848484848485,0.772727272727,"alpha=0.175809293648, l1_ratio=0.7"
72,Groups 5_Setup 2,enet,18.3814419194,282,0.506751952392,0.672727272727,0.593939393939,0.524822695035,"alpha=0.0213160051098, l1_ratio=0.8"
66,Groups 5_Setup 3,enet,8.28940957641,197,0.786866729429,0.686363636364,0.860606060606,0.766497461929,"alpha=0.196554823184, l1_ratio=0.5"
60,Groups 5_Setup 4,enet,5.86835152481,170,0.731603232522,0.581818181818,0.872727272727,0.752941176471,"alpha=0.197730388916, l1_ratio=0.5"
55,Groups 1_Setup 1,gblasso,53.952747619,530,0.910524501286,1.0,0.0395256916996,0.0830188679245,"gamma=4.0, lambda=100.0"
49,Groups 1_Setup 2,gblasso,43.81025391,534,0.814850516649,1.0,0.0316205533597,0.0823970037453,"gamma=4.0, lambda=100.0"
1,Groups 1_Setup 3,gblasso,26.1652853834,520,0.803560103835,1.0,0.0592885375494,0.0846153846154,"gamma=4.0, lambda=100.0"
