,lasso,enet,grace,linf,composite
BIRC5,1.071027012485164,1.0775515304532752,1.0297565928247248,0.98727993115829316,1.0851247142309233
BLM,0.90830653812743589,0.90819785970270006,0.9084422266279395,0.83694319345465285,0.94086614133935864
BMP10,0.092660456808907582,0.092660456808907582,0.092660456808907582,0.095166247790265071,0.092660456808907582
BMP5,0.45742618631782866,0.4634724941686072,0.46036238062110341,0.45897179667142035,0.48786960727707118
BRAF,0.53697399838434101,0.53799533632362617,0.54176256912516296,0.53171861377877627,0.57643298891766392
BRCA2,0.77895347534428461,0.77910873465443609,0.77088514459833801,0.77083168535900992,0.7428386512127475
BRS3,0.10653876920605455,0.10645431159489938,0.10639750263824235,0.11785149377696504,0.10737283670688998
BRWD1,0.22425640813350411,0.2253328720973119,0.22475618876233266,0.17242605844307168,0.2277116186010788
BTC,0.85347384724272002,0.85792267858263149,0.85776765931105037,0.87374282061963671,0.8949720828746861
BUB1B,0.83271320656913361,0.83232787136032516,0.83173704712833985,0.78484620529752647,0.83517124145670707
BUB1,1.3177103385196896,1.3349260927073121,1.2880564991146652,1.2824990906911344,1.3360271163990109
CACNB4,1.0876204622959469,1.0909427154956017,1.0913437120003129,1.0756850962724707,1.1103811390131342
CALCB,2.2488443059251253,2.2473044128666242,2.201232722901652,2.3753598610284405,2.2281261814727991
CAPN6,2.447307259480346,2.4508600019215261,2.357904270594235,3.2692443327670548,2.1869309914253332
CASP2,0.13681783044682813,0.13720504392325694,0.13781548289784307,0.12233030443140409,0.14382435447874606
CASR,0.18243588314932555,0.18234156650897285,0.18076939920887755,0.17538715755282921,0.17750151280331861
CBL,0.17929857521164255,0.17572329619335456,0.17377981534252424,0.12774938004849173,0.16523995553642415
CCKAR,0.17603313379348415,0.1765103147412366,0.17753919030509901,0.17614623077342206,0.1844813098527259
CCNA2,1.0110212370696834,1.024068222035263,1.0258318511724824,0.99432476512111279,1.0865811913730492
CCNB2,0.80980161149171359,0.81739527294755321,0.81984965592975789,0.744027971843086,0.86857853830552256
CCNE1,1.0678905023707974,1.0630077454242088,0.98961776012598446,1.2920530499162064,0.84336809652813427
CCNE2,0.92094261028607538,0.90036985731764219,0.85288197053580395,0.88283899979628211,0.83229225980545307
CCNF,0.40936448684637222,0.40652937232585107,0.399847694301534,0.36946747510548011,0.3759909749588245
CCR3,0.28613508667740722,0.28717174362566128,0.28775688072662475,0.27680991634161523,0.29929656467596405
CCR4,0.23302564111368049,0.22869088099130919,0.22452829161826404,0.22921833009395748,0.22593666228523457
CDC14A,0.98082586425821106,0.98109555293724582,0.98358341416287853,0.99745836138672583,1.0003852163913487
CDC20,0.87623032640043663,0.8485276765956985,0.78413495974102942,0.85421760463874419,0.6126570237658987
CDC25A,0.48713983133929095,0.48314067297694929,0.48593403086986842,0.44844861512560008,0.49800773042714847
CDC25C,0.66148179583251765,0.65985263238779646,0.66102855580686826,0.60777030487182049,0.65902683266145901
CDC27,0.12574213339634269,0.12573022528284769,0.12598266996586924,0.11830744389426016,0.13186855227092961
CDC5L,0.26048100584379119,0.25955316539867146,0.25775891426047548,0.22718428251545461,0.25335039651354491
CDC6,1.1670376243745355,1.1709409723748372,1.1432333096666623,1.1598181424823506,1.1734624133136629
CDC7,0.86578799734931544,0.85713680713460672,0.83222416536384491,0.82014322037238641,0.80131794322863781
CDH1,1.3521198755395221,1.3297104497528422,1.3137860840336921,1.2902110938711238,1.332447006914
CDH6,0.34809232015217684,0.3487012871547216,0.34351480450070127,0.32937735621258007,0.33414778593793604
CDH8,0.40364503088419645,0.40322185033895802,0.40267535545514621,0.42837273170420354,0.40114182107155993
CDK5R1,0.35662952852821228,0.35626822291330595,0.35570519820030483,0.31506302008566855,0.35642435144543655
CDK6,0.79274132705893074,0.74990518109060733,0.76082139354120315,0.87899621944762685,0.75176971849189289
CDKL1,0.35864129282407409,0.35864129282407409,0.33734777381106551,0.22968541853512661,0.35864129282407409
CDKL2,0.91270341996774984,0.90646143709205573,0.80938298122233243,0.83279442489385813,0.58151944891346352
CDT1,0.52762590784733232,0.53224694463960809,0.53275528703481267,0.51194955919247409,0.56670056168408844
CEACAM5,2.895332980591339,2.8581166421522792,2.7889233433781366,3.3460414384316786,2.7599258806358158
CENPA,1.2355300764144326,1.1865630869750645,1.1234729354258168,1.1396199770347739,0.949603714515729
CENPE,0.87293345865363903,0.87888368602479006,0.87095785365006884,0.82026942792548396,0.87700547913089499
CENPF,1.1333484280834074,1.1364294691990906,1.0890032955688698,1.0684170836962925,1.1353775017632917
CENPI,0.85136977404721659,0.84968728309817732,0.84197227662989982,0.81932563889024002,0.83959262573904281
CEP152,0.27168651193151955,0.27150347707099248,0.27344601029879095,0.2312816189071529,0.28728599379234737
CFTR,0.83582924298431227,0.82718085773255134,0.81912828297568419,0.80378811660195315,0.77524490396885715
CHAF1A,0.28492989281755737,0.28535805036204737,0.2818012599528652,0.24857846826483881,0.27700366806270088
CHAF1B,0.89735285648868712,0.89597643280656525,0.88986819548840523,0.81421270368147913,0.86940204032966695
CHEK1,0.66864845961289487,0.66996339696693596,0.66495285791889047,0.66795396477475988,0.65281801750663537
CHRNA6,0.61633418839910248,0.60406956402645762,0.61272685433726948,0.56442866345509468,0.61971916843821595
CHUK,0.29150176055486471,0.29052932941137549,0.28907720496451672,0.29606235052803875,0.2792836067096634
CIITA,0.26681368280093787,0.26571319371316759,0.23587171567822179,0.36267261455444305,0.1888495318734725
CLCN5,0.92392094279161319,0.91315672820008165,0.88024529936718465,0.81629906383263007,0.86381827263602617
CLDN18,0.066219905803838019,0.065488298950453008,0.064575776097634416,0.076315637995042734,0.060816053607767408
CLEC4M,0.10519541393852627,0.1050330505934457,0.10480286986784504,0.1049757280859228,0.10524870394314723
COL14A1,2.1926315908049898,2.1449333955038479,1.9852333758477447,2.2367326687282221,1.815131569869266
COL19A1,0.20970607282781445,0.20979290045164281,0.20968485938987916,0.23648368445521981,0.20731601840016936
CPA1,0.28755712854808546,0.28566242251456897,0.28347404335727266,0.27083972972169029,0.27341882618006685
CPSF6,0.11359363127648001,0.11345532489275732,0.11306204279386003,0.09718105559603589,0.11498399092484579
CPT1A,0.34377947579000828,0.34303768449050548,0.34101539157126121,0.28469349336266253,0.34377947579000828
CR1,0.30646554114597691,0.30336864969717431,0.27667098160583259,0.22753766986287807,0.19615983206764703
CREBBP,0.16801937742161777,0.17029805328627187,0.16962608900945869,0.18557990637381425,0.17624359750875396
CTNND2,3.6716489028186792,3.6712831581746066,3.582396647549996,3.6505563711038711,3.8113672112049732
CTSE,0.20030752112268521,0.19980851761907306,0.19898312080132041,0.18759892415638643,0.19519877909118735
CTSG,2.2797787568611936,2.2526397179683939,2.1295258784145981,2.6775627380281879,1.9621443244889105
CUL2,0.16112972257271799,0.15814749507949943,0.15377421774435196,0.15131916849941321,0.15797840928942042
CYP11B1,0.088332571240490251,0.087644415404119061,0.087635241863195434,0.09087937135791721,0.086701216628480376
CYP21A2,1.1368466068164906,1.1172321622028849,1.1006931487387703,1.2769710989630607,1.1904856913142339
CYP24A1,1.5906638130594088,1.5785114373956932,1.6185715621544563,1.5443531201728291,1.7092180572308577
CYP27B1,1.6234367120295492,1.6138275137159084,1.5286769863073826,1.5543953660990684,1.5576514304663505
CYP2A7,2.4243793999372607,2.3973960968154482,2.3885751910098239,2.3865352378593307,2.5111120120362989
CYP2C9,0.30396248154176703,0.30575503955365957,0.30453755530065146,0.30485399950053099,0.31159443207504445
CYP3A4,0.44766754815179427,0.43968894163539279,0.44035751891479841,0.43544210690374024,0.43782663152649498
CYP3A7,0.41450900269353891,0.40707053050616748,0.41367985847413108,0.3775724123072895,0.41252760307517705
CYP4F2,1.3875500669739798,1.3977393443401116,1.4010753025358116,1.4108196954103234,1.3776310723108227
DAZL,0.71779553151573317,0.7087576904043672,0.66010769490110799,0.54977329967373856,0.50184839987820939
DBT,0.1035765328840719,0.10320834921951327,0.10283868140026649,0.10091990936561109,0.10167978955971939
DCT,0.083059162696754035,0.076574694121607875,0.078361183729167672,0.072852243283251725,0.071335537453492762
DDC,1.9516933926569915,1.9209602764632487,1.807418494975956,2.4060683382469366,1.465852593346447
DDX6,0.25877864540265416,0.25927917747729812,0.25987560133776844,0.25293806656851431,0.26562591858876605
DLG1,0.16231693254775875,0.16152419235397913,0.16035747289143162,0.16225143667105857,0.15622726713675478
DLX4,1.0109599678341159,1.0158914337984251,1.0151610662894697,0.98930227598101417,1.0326479701074416
DNMT1,0.17730069029817858,0.17488274270862902,0.17220015332468158,0.13631691295641035,0.16183620448647018
DSG1,0.71607157200736082,0.70635895626382439,0.69132093017140051,0.72272039436414193,0.70222978669144653
DTNA,0.80475647200350808,0.80706245495395046,0.80174692474373288,0.74186620798297076,0.82200540973804403
DTYMK,0.26501296683782827,0.26442374246086797,0.26262720754101704,0.24980056988724919,0.25705291658365376
E2F1,0.52737388518627049,0.52975757476269769,0.52716132759717682,0.48727593423902144,0.51029125147340737
EGFR,0.56940946002804305,0.53903452869745339,0.50017880797464287,1.0618905134931536,0.42754914515979753
ELAVL2,0.83819402325669967,0.82590326586068252,0.80360931882160269,0.7722811351832074,0.72460943992578664
ELK4,0.24455954511502739,0.24400911902147421,0.24251902805597825,0.20978888170026658,0.23725372769236519
ELOVL6,0.70318149248350459,0.70609865665783278,0.7092926701926755,0.65076563153035094,0.72855961795442215
EP300,0.30969427149956252,0.30783734674880814,0.30651532816736626,0.306563777957641,0.30024248915762908
EPB42,0.30989184514180684,0.3094118497097732,0.31011327598020605,0.3118328327738204,0.31826782044253149
EPHA5,0.37388385477529268,0.37917097062652366,0.3751478016815406,0.38332479822577425,0.39942868125308095
EPHB1,0.57683278290022433,0.57074137625007548,0.56311680476263215,0.61202880735802134,0.62484988571002797
EPHB2,0.51479223988997169,0.49121841105242947,0.45462249372350988,0.39134082922094632,0.36741965916498487
EPHB3,0.5792511377211419,0.56559592200029696,0.55901000850039584,0.56371864138207683,0.51753838750225922
EPYC,1.6769053290527596,1.6669261161233597,1.7036395644513593,1.7143596095003772,1.7553441470248443
ERBB3,0.51340939015811837,0.50932646517043145,0.49621958308664527,0.44991334716954323,0.47454591690756492
ERBB4,1.4472897774134756,1.4385659678490936,1.3936763291320842,2.2744809279014442,1.4420545810590306
ERCC2,0.21604987245416668,0.21604987245416668,0.21604987245416668,0.20813648727098694,0.21604987245416668
ERCC4,0.23417572250579385,0.23094729817271561,0.22714178024930909,0.21378376583910846,0.20689617384238701
ESPL1,0.21130361039668721,0.20964887870174759,0.20697766089948347,0.1731054789405615,0.19483506596254024
ESR1,2.0925128834972373,1.993577656745221,1.9325091754419825,4.3009086981846414,1.7112106049964018
ETV1,0.62142535304763002,0.61811007887696789,0.61806667851543629,0.63055673355562214,0.62334747738269791
ETV3,0.06550057432863654,0.064431594925866073,0.063207725623469962,0.065131635239586191,0.058911098224281838
EXO1,1.1025463570805398,1.0973399766751397,1.0988606067770295,1.0393448326740218,1.0902632043493907
EXPH5,0.33378152304121306,0.33079955713908749,0.33866685256646495,0.33264007441851645,0.38567387001973091
F2RL3,0.1645835259410719,0.16384283217014931,0.16447228515616691,0.16686564570892173,0.16688359086401991
F2,0.093699611354175705,0.088485290209909626,0.091400303377828229,0.092703940420647696,0.095576649182886469
FANCC,0.134544472276905,0.13386355270173447,0.13525830689818386,0.15007278492724652,0.14271666580191525
FANCG,0.39986911877401926,0.39831487235980173,0.39867786570630781,0.34360825160038544,0.40018209081774714
FANCI,0.58523152819255886,0.58020290120441809,0.5858157430442551,0.54728037402575458,0.59912588424267665
FASLG,1.0966454878546887,1.1324361526786555,1.0674964452751676,1.6936016115385379,1.0066942682457511
FBP2,1.3720220187977861,1.3700820341112327,1.3697420776158982,1.3402899312525796,1.3786050810709354
FEV,0.13232742129629627,0.13232742129629627,0.13232742129629627,0.12620726153625436,0.13232742129629627
FGB,0.51646159168554617,0.52497418452197919,0.51352375442967935,0.48580150174018294,0.69443665058093484
FGFR2,2.1062291335419783,2.1074476497471832,2.1064530228543026,1.9567882010501947,2.1133541603502581
FGFR4,0.98556771528872555,0.99924460477824095,0.93936883765723111,1.0345923667302914,0.83898541728993759
FGL1,1.2168318451855304,1.2136407171902031,1.2144006674913217,1.6924581916690424,1.2302245773559977
FLT1,0.45392682354963293,0.45420515292024788,0.45679429044597425,0.48092405267871935,0.48883127805553728
FLT4,0.10961470807261829,0.10917361846085694,0.1078398871669678,0.10784957190447172,0.10327320722546506
FMO3,1.0509965292757895,1.0530113865543596,1.0687472916319076,1.0109965314092013,1.1606773494408666
FOLH1,0.85672187862850302,0.84880674713480542,0.84480165223350334,0.81680943673031714,0.83444505300719896
FSHR,0.18222653835735211,0.18253033891832365,0.18319713763216541,0.18375012780211628,0.18844724919005013
FUT3,2.3822901482326264,2.4245952338496526,2.2331921142106865,3.1571448617090851,1.9619840741786376
GAB1,0.32515141185474772,0.32627561305403519,0.32202391454311879,0.33916327182990186,0.37499104914276599
GAD2,0.18375233598431287,0.18339810092351391,0.18305018288724831,0.19324885780736759,0.18357525384974635
GALNT3,2.0984772404003396,2.0759879571936555,1.9725872818581844,2.5547335267947386,1.7986517988214403
GCG,0.32863609259259258,0.32863609259259258,0.32841141154651937,0.31720610834924728,0.32863609259259258
GDF11,0.19808511363957251,0.19715685519425616,0.19550892104127462,0.19209839192712377,0.19274905236740281
GFAP,0.082474604616169345,0.080918345965754132,0.080690751792367871,0.088142287506811565,0.080167485846869127
GHRHR,0.089239597674531115,0.088602962751485326,0.087849761477549207,0.092243999463841556,0.089854564611798457
GHRH,1.3186007247997582,1.3052827280288057,1.291599683751554,1.2658581190391611,1.2980251640714917
GLP1R,0.1292234872706213,0.12840864567051657,0.12684080274604015,0.15069269325683601,0.12886251141114713
GLRA3,3.4234316269785134,3.4543232033914442,3.2970433440655116,3.6820586199087848,3.3340480377299322
GML,0.069885023200167429,0.069025052850840207,0.068835408670963813,0.074552133712388988,0.066660637104031722
GPD2,0.3778805743172402,0.37789974656851144,0.38249970433538522,0.3463844944293325,0.40402455487629751
GPLD1,0.3762898999160002,0.37551490148957328,0.37367897493043029,0.37841860561284535,0.37602131292252255
GPR19,0.73615570992999102,0.7279232407726115,0.71181338327093469,0.69905251862902651,0.66485321894538219
GPSM2,0.84590805846202832,0.83389024213938878,0.80522270274326402,0.76307859516957366,0.84378331000781359
GRIK1,1.382448506327951,1.3839990906069659,1.3869567989393212,1.3116706543822023,1.4093297817261912
GRIN2A,0.29338123659192789,0.29949550609424985,0.29593944408588185,0.2961435473742885,0.30618429181599754
GRIN2B,0.61692729696423787,0.61789955727458112,0.61956522734747266,0.64322166461577635,0.63599686866259175
GRM5,0.063156556191754698,0.062790180240269208,0.062873816343037695,0.068146958284193981,0.064828396827728896
GRP,3.8912451362253528,3.7407334308701468,3.5649659197658212,4.2519978182666689,2.8034021351958711
GUCA1A,0.19188396386517947,0.19124389874017247,0.19113239588695621,0.18929721620196213,0.19160112147828812
GUCY2C,0.45762297067654428,0.45356474483903614,0.44065518279828786,0.3811960201887834,0.40848429554463644
GYPA,0.34312825158639376,0.35229600009622042,0.34520640566157784,0.36146269492234429,0.36056985791784096
GYPB,0.34830056271797888,0.34929031758828349,0.35036099499100315,0.36302368708806038,0.36407207457578122
GYPE,0.17758566714497179,0.17466556813685738,0.17031967764067027,0.18419400913775094,0.16363515644285187
HELLS,0.57220420780871506,0.56570156019730189,0.57342268997568435,0.54625785790887005,0.60960719349295689
HNF4A,0.068728570888111726,0.068500313911856639,0.068553030488287162,0.071242114321760919,0.070735568208584232
HOXB13,2.6877681304347449,2.6137493974941104,2.3850635754746006,2.8802252717963208,2.1625400221212279
HOXB3,1.6424470336422046,1.6498028548850909,1.6455080995331313,1.6733264000513897,1.9619620411988341
HOXC11,0.71924842526946764,0.72891244694596347,0.64374255777039768,0.82652914778589015,0.55300086714067476
HOXD4,0.30782880399264806,0.30831801556347077,0.309118046602253,0.29589967715753196,0.3152051183861489
HOXD9,0.14808062540709796,0.14859742922285457,0.14963182934007438,0.14773460044476394,0.15977816379939844
HSD3B2,0.15175188822359797,0.15176603788151904,0.15214700558016409,0.14442659522082923,0.15495076803257141
HTR1B,0.055434086157455702,0.054852553732739874,0.053734829125252688,0.064491800866751658,0.049254430683216471
HTR1E,0.84124626659824076,0.84085787633847398,0.83523755223442264,0.82658797391818239,0.82206619865788466
HTR2A,0.54700779643447184,0.54686969906450245,0.54735136221509872,0.51240021672539071,0.55175096076646857
HTR2C,0.5305961061326252,0.52270579727214794,0.52133533425438972,0.50776678653039931,0.51172714522125806
HTR4,0.079647032356614064,0.079636598698155342,0.079264770857397332,0.076708516814387978,0.079118520650630589
IL17A,0.080535265769528491,0.08044131472671337,0.080363230629387897,0.079334648221492013,0.081305964814263026
IL1A,0.45415250139220148,0.44290395948947547,0.44234231145075564,0.41313165339649621,0.42086688102508901
IL3,0.0554465377299082,0.055201596700062652,0.055569308695086972,0.057525256362402064,0.058675209573569961
IL4,0.11532194273518057,0.11580987434562688,0.11714722850027899,0.13572172808892013,0.12541990176386553
IL5,0.098561271589066635,0.098690981902494562,0.099020371140558172,0.093097825494015948,0.10237616534079365
IL9,0.17318983513788777,0.17350396071887264,0.17397299517060022,0.17448193888079022,0.17815952064253293
ISL1,0.58506522526253846,0.58729833580021429,0.58478918212827169,0.57230802877020914,0.60479130043891527
ITGA2,1.3216642116646715,1.3225070708959934,1.3061512313999946,1.2844379145896818,1.3437558731818655
ITGB3,0.76995936749390392,0.76965395171618722,0.77027140879310829,0.77864148137653388,0.77188044848840776
ITIH1,0.099418656673425809,0.093188805492066637,0.094684562149718945,0.090367489559771905,0.088507241714429821
ITSN1,0.25050927886219626,0.25022460267558572,0.24893212027971232,0.26634748357706467,0.25466239835040233
KALRN,0.31726233727840014,0.311201180191372,0.30288765205957469,0.28083123602533833,0.32392738918258507
KCNJ10,0.24760904238397274,0.24786452469802131,0.24574832675329042,0.13008441470603407,0.24214769341622994
KCNMA1,0.92656971374339869,0.92652615746028033,0.92593107472752578,0.9238557821073945,0.93054787162225361
KCNV2,0.095770076388888889,0.095770076388888889,0.095770076388888889,0.092666587652353416,0.095770076388888889
KIF11,0.40668236248864859,0.40691978920425531,0.40137926161610871,0.3427368354651576,0.39012665303382837
KIF14,1.0836913513102591,1.0897943468939357,1.0795834647834703,1.0533807161317972,1.0820943179629503
KIF23,0.99991791338034497,0.99646401419854014,0.99992977082389412,0.93787489747261377,1.0197035496517632
KIF2C,1.0763406164902753,1.0783970625779566,1.0348397521406474,1.0168046005393192,1.0057286154143346
KIFC1,0.70086590101717594,0.71120949896364494,0.70246180485846688,0.66068655348974947,0.71910918856905881
KISS1,0.06126785999251954,0.061442485439541283,0.061773260562021495,0.07236239333932476,0.064960378684438005
KLK3,0.1764287551826261,0.17700408608485618,0.17582277942624205,0.17433265691723709,0.17421795712908411
KLKB1,0.30737743785241628,0.30694942062767427,0.30641433119848893,0.29828114826390262,0.30460886879976434
KNG1,0.26852352073069025,0.26973086897093607,0.26680025998018531,0.2628720854950875,0.26325669397978196
KRT1,2.1360691031164944,2.1158370584678501,2.0539547371461135,2.1776958733399474,2.1368125393796173
KRT2,0.36427277705223027,0.36206655560866641,0.3602555706115127,0.35224689619476701,0.3515401996314747
KRT33B,0.17319204135214641,0.17482839419552315,0.17733112982826355,0.19092327319644642,0.1957164820599781
KRT76,0.11489329465974302,0.11497700184452334,0.11515056830377306,0.14352074516870686,0.11747449594603637
KRT86,1.4162420390667492,1.3989764472852091,1.3908979788622926,1.4753560654837459,1.5052815881362929
LBP,1.8374799654264933,1.8141120521180014,1.7006164961082102,1.9902108766006694,1.5137990709752487
LIG1,0.32309727811464328,0.32355194713473606,0.32544082849010492,0.31471639730096751,0.33776470369345113
LIG3,0.25798064764818268,0.25847067215952668,0.25680558397635062,0.26296586661081012,0.25887039850549087
LIPC,0.57667453855401718,0.58106181456315753,0.56512980739135066,0.59159898240518471,0.53900519306139139
LIPF,0.48542992074471936,0.48474756038817463,0.48354321875550577,0.49081622082284554,0.47952688799395665
LLGL1,0.10646410477397807,0.10618198326171863,0.10563878959169372,0.11318154747411088,0.10453264376180005
LMNB1,1.294414939290168,1.287505737171416,1.24956158538849,1.249035363064517,1.2232299144335377
LMNB2,0.35038869760595398,0.35341024989082997,0.34976348938896734,0.30100966298901993,0.33876523878271003
LRP2,2.7072157607677187,2.6612076959612181,2.5954974818557508,2.7661097992250379,2.5273074093965922
LRP6,0.4268742839272508,0.42532585150186164,0.4242206757590779,0.4065019162053673,0.41644369191715969
MAD2L1,1.1632834042397087,1.1666201910316689,1.1473125635494683,1.1647318622380476,1.2079135501071587
MAGEC1,2.1416615088939586,2.1160862632285844,2.142469749074388,2.2028248863808462,2.1585913485967403
MAP2,0.68699692318175298,0.67931459082274859,0.6643742761937409,0.65398851648254119,0.68729537968810728
MAPK10,1.078629149716051,1.0754293350013546,1.0820679692358337,1.0251945895370123,1.1032417468285116
MATN3,2.3438392899208864,2.3605714512311575,2.3330493159811492,2.4621260202407371,2.5762133285837154
MB,1.742827401946424,1.7288556147981839,1.7141383278149893,1.6852394047295534,1.704132294230744
MC2R,0.10974192966450673,0.10959371720726629,0.10936925885229078,0.11408676374242541,0.11242272581032174
MC5R,0.17411065320076655,0.17332030039452714,0.17198673139674769,0.16972373833651519,0.17257210695051961
MCM3,0.35241637459376018,0.35029574629581856,0.34884701650591132,0.32648507039511926,0.34183894859930664
MDM2,0.22042185443177151,0.21934742737095161,0.21673399643787525,0.22185659981991576,0.20363994185268577
MDM4,0.21671600559594897,0.21456949570266126,0.21187128107912229,0.21006352028837347,0.19928750114808946
MELK,1.4674871675620129,1.4383543595884423,1.3283705857343491,1.4851731167060132,1.1753408796776674
MEP1B,0.18115746313415904,0.17997820447667059,0.17853435732371789,0.20141361646560241,0.17365151261471573
METAP2,0.10796143126371385,0.10660830967600642,0.1072213278065081,0.10820561089232836,0.10499709761941244
MKI67,0.86431826666304612,0.85786623013076924,0.86397713990801195,0.82397470240273174,0.88314058786434391
MLANA,0.23079314743139992,0.20775659682196487,0.22558071199657712,0.21839064397202426,0.22668404049572624
MLLT10,0.20758220852575315,0.20733209338084746,0.20846616836813464,0.17877478246327716,0.21410192387637
MMP12,3.6947413723192875,3.7430838567151463,3.6344214179055538,4.7509320040897709,3.7366259362079948
MMP16,0.60703058678345267,0.60685803055338117,0.60686418679672072,0.57559342598742325,0.61204228164677099
MNAT1,0.16585152967248262,0.16341031455166971,0.1602635382031202,0.13737016204117505,0.14599374570293799
MOBP,0.087651623460569719,0.086627497808528617,0.087284892823843191,0.088024175738888724,0.087439147551809523
MON2,0.16267466993270344,0.16112820978809669,0.15907110645959005,0.11760888931680283,0.14937317855820301
MPHOSPH9,0.28353199147478814,0.28033338008210473,0.28115032062602729,0.24290110471979046,0.27822845268417762
MPP2,0.78385753151682325,0.77479416095092291,0.76978890545860545,0.71763520811517845,0.72039958538533921
