36.50,100.57,126.87,17,58,1.89,0.60,0.60,-0.60,2.59,0.60,2.90,0.60,0.60,0.60,0.60,-0.78,-0.25,-0.25,-0.18,-0.25,-2.37,-1.44,-3.92,-0.52,-0.25,-1.89,0.00,0.00,-0.13,0.00,0.00,4.36,-0.00,0.34,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,-3.06,0.00,0.00,-0.00,-0.00,-0.00,-3.11,-0.00,-0.00,0.00,0.00,-0.00,-0.00,0.71,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-1.07,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.26,-0.00,0.26,0.00,-0.00,0.00,-0.41,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.64,-0.00,0.00,-0.00,0.32,0.00,-0.00,-0.00,0.18,0.00,12.30,100.52,116.76,19,63,3.29,1.04,1.04,-1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,-2.84,-0.90,-0.90,-0.90,-0.90,-0.90,-0.90,-2.35,-0.90,-0.90,-0.90,0.00,0.00,-0.00,0.00,0.00,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.67,0.00,0.00,0.00,0.00,0.00,-2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38.50,160.13,144.88,15,36,1.19,0.38,0.38,-0.38,0.96,1.41,0.38,1.70,4.98,0.38,0.38,0.00,-1.15,0.00,-0.00,0.00,-2.31,-2.48,-0.00,-3.15,-0.00,0.00,0.00,-0.00,0.32,0.00,0.00,0.00,1.39,-0.00,0.00,0.00,1.49,-1.20,0.50,-0.38,-0.38,-1.45,-0.38,-0.38,-0.38,-0.38,-0.38,-0.38,-0.00,-0.00,0.00,-0.38,-0.00,0.00,-0.75,-0.00,0.00,0.00,0.00,-0.17,-0.05,0.05,-0.05,-1.29,-0.27,-0.05,-0.05,-0.05,-0.05,-0.05,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,1.95,-0.07,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.32,-0.00,-0.00,-0.00,-0.00,-0.00,-0.75,-1.66,-0.00,-0.35,-0.00,0.00,-0.00,-0.00,0.11,0.16,0.03,0.48,0.03,0.03,-0.03,-0.03,0.03,0.03,0.81,30.00,157.00,159.10,15,38,3.28,0.34,1.04,-1.04,1.04,1.04,1.04,1.04,3.11,1.04,0.13,0.00,-0.45,0.00,0.00,0.00,-1.50,-4.14,0.00,-3.75,0.00,0.00,0.00,0.00,1.29,0.00,0.00,0.00,1.96,0.00,0.00,0.00,1.38,-2.32,2.10,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,0.00,0.00,0.00,-2.19,0.00,0.00,-0.63,0.00,0.00,0.00,0.00,-0.42,-0.13,0.13,-0.71,-1.45,-0.13,-0.13,-0.13,-0.13,0.06,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.35,-1.78,0.00,-0.43,0.00,0.00,0.00,0.00,0.78,0.25,0.25,0.25,0.72,0.25,-0.25,-1.72,0.25,0.25,0.25
64.50,203.58,123.35,21,46,1.15,0.36,-3.20,0.78,0.86,0.36,0.36,2.75,1.50,3.35,1.64,-0.00,0.00,0.00,-0.12,-4.53,-1.80,-1.54,-0.00,-0.00,-0.00,-2.80,-0.00,-0.00,-0.12,0.00,-0.00,2.42,-0.00,-0.36,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,1.77,-3.46,-0.00,-0.00,-3.00,-0.00,-1.18,-0.00,0.00,0.00,-0.67,0.00,0.00,0.00,-0.00,-0.00,1.08,1.27,2.26,0.00,1.09,0.00,0.00,-0.00,-0.01,0.00,0.19,-2.52,-0.00,-0.00,0.00,0.00,0.00,0.83,0.58,0.00,-0.00,0.00,-1.69,-0.00,-0.00,-0.00,-0.00,0.00,-3.18,-0.00,-0.69,0.08,0.90,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,2.41,1.99,1.73,0.00,-0.00,-0.00,0.00,0.00,-0.23,0.00,0.00,-0.00,-0.00,0.00,2.82,-0.00,0.00,29.70,177.89,120.87,24,56,3.47,1.10,-2.37,1.10,1.10,1.10,0.64,1.10,1.10,1.10,1.10,0.00,0.00,0.00,-0.00,-4.98,-1.52,-1.20,0.00,0.00,0.00,-1.53,0.00,0.00,0.00,0.00,0.00,1.79,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,-2.00,0.00,0.00,-2.40,0.00,-0.05,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.24,1.07,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-2.40,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,2.18,2.27,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00
55.00,169.97,95.92,8,45,1.94,0.61,0.11,-0.61,0.61,0.61,0.75,0.61,2.57,0.61,3.33,-1.82,0.78,-1.14,-0.58,-0.58,-0.58,-0.18,-0.58,-0.58,-0.58,-2.48,0.00,-0.00,0.00,0.00,0.82,0.00,0.00,-0.00,0.67,1.82,-0.00,-0.26,-0.08,-2.08,1.95,0.08,0.08,0.08,-0.08,-0.42,-0.08,-3.16,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,2.22,-0.00,2.58,-0.00,0.00,-0.05,-0.00,1.26,-0.00,0.00,1.01,0.00,0.00,0.00,0.00,-0.00,3.17,-0.00,-0.00,-2.46,0.21,-0.00,-0.00,-0.35,-0.63,0.00,0.00,0.36,-1.07,0.00,-0.00,0.26,-0.00,1.41,-0.52,0.00,-0.00,-0.00,-0.00,0.39,1.49,0.00,-0.17,-0.92,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-3.34,-0.00,0.00,0.37,0.00,-0.00,0.00,0.00,11.10,119.81,61.20,9,58,3.50,1.11,1.11,-1.26,1.11,1.11,1.11,1.11,1.11,1.11,1.11,-2.85,2.10,-0.90,-0.90,-0.90,-0.90,-0.90,-0.90,-0.90,-0.90,-1.70,0.00,0.00,0.00,0.00,3.06,0.00,0.00,0.00,0.00,1.46,0.00,-2.73,-0.86,-0.86,1.14,0.86,0.86,0.86,-0.69,-0.86,-0.86,-0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,-0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.39,0.00,0.00,0.00,0.00,0.04,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.50,136.01,118.88,8,54,2.15,0.68,0.68,-0.62,0.68,0.68,0.68,0.68,0.68,0.68,1.88,-1.03,0.32,-0.32,-0.32,-0.32,-0.32,-3.26,-0.48,-0.48,-2.02,-0.32,1.87,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,-0.00,-0.00,-0.00,-1.90,-0.98,-2.12,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.27,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,3.00,125.78,105.88,9,55,3.31,1.05,1.05,-1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,-3.23,1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,-1.02,2.61,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.00,0.00,0.00,-1.06,-0.00,-1.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.74,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.50,128.41,124.77,0,53,1.27,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,1.44,2.87,-1.92,-0.61,-2.48,0.61,-0.61,-1.36,-0.61,-1.17,-0.61,-0.61,-1.67,0.18,0.06,0.06,0.06,2.65,0.06,0.06,0.06,0.06,2.28,0.06,-0.54,-0.17,-0.19,-0.17,-0.17,-0.17,-0.17,-1.29,-0.17,-0.17,-0.17,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.08,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.40,-0.13,-0.13,-0.13,-0.13,0.13,-0.13,-0.13,-0.13,-0.13,-0.13,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.06,14.10,101.32,75.10,0,54,3.05,0.97,0.03,-0.61,0.97,0.97,0.97,0.97,0.97,0.97,1.80,-4.74,-0.64,-1.55,3.67,-1.50,-1.50,-1.20,-1.50,-1.50,-1.17,-1.50,1.57,0.50,0.50,-0.18,1.63,0.50,1.22,0.50,0.50,0.50,0.50,-1.47,-0.46,-0.64,-0.46,-0.46,-0.46,-0.03,-0.57,-0.46,-0.46,-0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.32,-0.42,-0.42,-0.42,0.06,2.26,-0.42,-0.42,-1.14,-0.42,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.00,81.68,133.50,8,61,1.03,-0.33,0.33,0.33,0.33,0.13,1.51,1.58,0.33,2.08,3.17,-1.48,0.47,0.47,-0.47,0.47,-0.47,-2.91,-3.02,-2.39,-0.47,-1.11,2.13,0.67,-0.67,0.67,1.48,0.67,0.67,0.67,0.67,0.67,0.67,-0.00,-0.00,-0.00,0.00,-4.51,-0.00,-0.00,-0.21,0.00,-0.00,-2.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.65,-0.00,0.00,-1.49,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.66,0.00,-0.00,0.50,-0.00,0.00,0.00,0.00,-0.00,0.00,0.90,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,18.90,86.35,97.52,8,62,2.96,-2.35,0.49,0.94,0.91,0.81,0.94,0.94,0.94,0.94,3.34,-5.49,1.74,2.09,-1.18,1.74,-1.74,-1.74,-1.74,-1.74,-1.74,-1.74,3.08,0.47,-0.98,0.98,1.45,0.98,0.98,0.98,0.47,0.98,0.98,0.00,0.00,0.00,0.00,-3.55,0.00,0.00,-1.45,0.00,0.00,-2.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.40,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52.00,186.21,122.25,26,50,0.00,-0.00,2.19,0.00,2.26,1.38,1.07,0.00,0.01,0.00,2.04,-0.00,-0.00,0.00,-0.00,-0.00,0.00,-5.87,-0.53,-0.00,-0.00,-4.76,0.00,-0.00,0.31,-0.00,0.00,-0.00,0.82,1.18,1.42,0.00,1.16,-0.00,-0.00,-0.00,0.00,-2.81,-0.60,-0.00,-0.00,-0.00,-1.23,-3.44,0.00,0.00,0.00,0.00,3.19,-0.00,0.00,-0.00,-0.16,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.09,3.29,-0.42,0.61,0.00,0.73,-0.00,-0.84,0.00,2.33,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,1.79,0.00,-2.54,0.00,0.00,0.00,2.10,-0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,-0.55,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.25,-0.00,0.00,0.00,-0.00,30.00,186.94,129.78,27,62,0.00,0.00,0.86,0.00,2.28,2.05,1.80,0.00,0.20,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,-4.21,-0.77,0.00,0.00,-4.57,0.00,0.00,0.04,0.00,0.00,0.00,0.19,0.27,2.58,0.00,0.19,0.00,0.00,0.00,0.00,-1.52,-0.93,0.00,0.00,0.00,-0.00,-2.45,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,1.70,-0.00,0.00,0.00,0.23,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00
40.00,144.95,129.52,6,59,0.34,-0.11,1.01,0.11,0.11,2.27,0.11,3.25,0.54,0.11,1.95,-0.00,0.00,0.84,-0.00,-2.19,-0.00,-0.00,-1.72,-5.10,-0.00,-0.98,0.03,0.01,0.01,0.01,0.01,3.07,0.01,0.01,0.01,0.55,0.01,-1.19,-0.38,-0.38,-0.38,-3.37,-1.68,-0.67,-0.38,-0.38,-0.38,0.38,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.06,0.00,-0.00,-0.00,0.00,0.00,-1.90,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,1.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,1.47,0.00,-0.00,0.00,0.00,-1.69,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.73,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.72,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,9.00,125.97,123.58,7,66,3.02,-0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.00,0.00,-0.00,0.00,-1.72,0.00,0.00,-1.79,-4.53,0.00,-0.95,1.37,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,-2.60,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,-0.82,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.00,154.60,180.86,16,57,0.18,0.06,0.06,0.06,2.64,0.06,0.06,3.92,2.48,0.06,0.89,-0.00,-0.00,-0.00,0.00,-3.29,-0.00,-0.00,-3.82,0.00,-0.00,-1.57,0.77,0.24,0.24,1.47,0.70,0.24,0.24,0.24,0.24,0.24,0.65,-0.00,-0.00,-0.84,0.00,-0.00,-0.00,-0.40,-0.00,-0.00,-2.12,-0.00,-0.00,-2.29,-0.00,0.00,0.00,-0.41,0.00,-0.00,0.00,-0.02,-0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,1.30,0.00,0.00,0.00,-0.00,-0.00,1.16,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.81,-0.00,-0.00,-0.00,-0.45,-0.69,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,18.90,146.20,159.44,16,59,2.75,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.00,0.00,0.00,0.00,-3.64,0.00,0.00,-4.22,0.00,0.00,-1.13,1.88,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.00,0.00,-0.85,0.00,0.00,0.00,-0.25,0.00,0.00,-2.76,0.00,0.00,-1.32,0.00,0.00,0.00,-0.98,0.00,0.00,0.00,-0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,1.09,0.00,-0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.00,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
